titleId,ordering,title,region,language,types,attributes,isOriginalTitle
tt0000005,8,Blacksmithing Scene,US,\N,alternative,\N,0
tt0000005,9,Schmiedszene,DE,\N,\N,literal title,0
tt0000006,1,Chinese Opium Den,\N,\N,original,\N,1
tt0000006,2,Chinese Opium Den,US,\N,imdbDisplay,\N,0
tt0000006,3,Chinesische Opiumhöhle,DE,\N,\N,literal title,0
tt0000006,4,Chinezes Fumadores de Ópio,PT,\N,\N,promotional title,0
tt0000006,5,Kínai ópiumbarlang,HU,\N,imdbDisplay,\N,0
tt0000006,6,Китайский опиумный притон,RU,\N,imdbDisplay,\N,0
tt0000007,1,Corbett and Courtney Before the Kinetograph,\N,\N,original,\N,1
tt0000007,10,キネトグラフの前のコーベットとコートニー,JP,ja,imdbDisplay,\N,0
tt0000007,2,A Corbett-Courtney bokszmeccs,HU,\N,imdbDisplay,\N,0
tt0000007,3,Corbett and Courtney Before the Kinetograph,US,\N,imdbDisplay,\N,0
tt0000007,4,Corbett und Courtney vor dem Kinetographen,DE,\N,\N,literal title,0
tt0000007,5,Edison Kinetoscopic Record of Boxers,\N,\N,\N,\N,0
tt0000007,6,Jim Corbett vs. Peter Courtney,US,\N,alternative,\N,0
tt0000007,7,The Corbett-Courtney Fight,US,\N,alternative,\N,0
tt0000007,8,Корбетт и Кортни перед кинематографом,RU,\N,imdbDisplay,\N,0
tt0000007,9,Корбетт та Кортні перед кінематографом,UA,\N,imdbDisplay,\N,0
tt0000008,1,Edison Kinetoscopic Record of a Sneeze,\N,\N,original,\N,1
tt0000008,10,Чхання Фреда Отта,UA,\N,imdbDisplay,\N,0
tt0000008,11,フレッド・オット－のくしゃみ,JP,ja,imdbDisplay,\N,0
tt0000008,2,Edison asszisztense tüsszent,HU,\N,imdbDisplay,\N,0
tt0000008,3,Edison Kinetoscopic Record of a Sneeze,US,\N,imdbDisplay,\N,0
tt0000008,4,"Edison Kinetoscopic Record of a Sneeze, January 7, 1894",US,\N,\N,complete title,0
tt0000008,5,Edison kinetoskopische Aufnahme eines Niesens,DE,\N,\N,literal title,0
tt0000008,6,Fred Ott's Sneeze,\N,\N,\N,\N,0
tt0000008,7,Fred Otts Niesen,DE,\N,\N,literal title,0
tt0000008,8,The Films of Thomas A Edison presented by Raymond Rohauer,US,\N,\N,reissue title,0
tt0000008,9,"Чих, записанный на кинетоскоп Эдисона",RU,\N,imdbDisplay,\N,0
tt0000009,1,Miss Jerry,\N,\N,original,\N,1
tt0000009,2,Miss Jerry,AU,\N,imdbDisplay,\N,0
tt0000009,3,Miss Jerry,HU,\N,imdbDisplay,\N,0
tt0000009,4,Miss Jerry,US,\N,imdbDisplay,\N,0
tt0000009,5,Fräulein Jerry,DE,\N,\N,literal title,0
tt0000010,1,La sortie de l'usine Lumière à Lyon,\N,\N,original,\N,1
tt0000010,10,La salida de los obreros de la fábrica Lumière,AR,\N,\N,\N,0
tt0000010,11,La sortie de l'usine Lumière,FR,\N,alternative,\N,0
tt0000010,12,La sortie des ouvriers de l'usine Lumière,FR,\N,\N,informal alternative title,0
tt0000010,13,La sortie des usines Lumière,FR,\N,alternative,\N,0
tt0000010,14,Leaving the Factory,US,\N,imdbDisplay,\N,0
tt0000010,15,Lumière-fabrikens arbetare,FI,sv,\N,informal title,0
tt0000010,16,Munkások elhagyják a lyoni Lumiére-gyárat,HU,\N,imdbDisplay,\N,0
tt0000010,17,Salida de obreros de la fábrica Lumiere,UY,\N,\N,premiere title,0
tt0000010,18,Sortie d'usine,FR,\N,\N,short title,0
tt0000010,19,Työntekijät poistuvat Lumière-tehtaalta,FI,\N,\N,informal title,0
tt0000010,2,La sortie de l'usine Lumière à Lyon,CA,en,imdbDisplay,\N,0
tt0000010,20,Workers Leaving the Lumière Factory,US,\N,imdbDisplay,\N,0
tt0000010,21,Wyjście robotników z fabryki,PL,\N,imdbDisplay,\N,0
tt0000010,22,Вихід робітників із фабрики,UA,\N,imdbDisplay,\N,0
tt0000010,23,Выход рабочих с фабрики «Люмьер»,RU,\N,imdbDisplay,\N,0
tt0000010,24,Излизането от фабриките,BG,bg,imdbDisplay,\N,0
tt0000010,25,Радници напуштају фабрику Лимијер,RS,\N,imdbDisplay,\N,0
tt0000010,26,工場の出口,JP,ja,imdbDisplay,\N,0
tt0000010,3,La sortie de l'usine Lumière à Lyon,FR,\N,imdbDisplay,\N,0
tt0000010,4,A Saída dos Operários da Fábrica Lumière,BR,\N,\N,\N,0
tt0000010,5,Arbeiter verlassen die Lumière-Werke,DE,\N,imdbDisplay,\N,0
tt0000010,6,Employees Leaving the Lumière Factory,US,\N,alternative,\N,0
tt0000010,7,Exiting the Factory,US,\N,imdbDisplay,\N,0
tt0000010,8,L'uscita dalle fabbriche Lumière,IT,\N,imdbDisplay,\N,0
tt0000010,9,La salida de la fábrica Lumière en Lyon,ES,\N,imdbDisplay,\N,0
tt0000011,1,Akrobatisches Potpourri,\N,\N,original,\N,1
tt0000011,2,Akrobatisches Potpourri,DE,\N,imdbDisplay,\N,0
tt0000011,3,Акробатическая смесь,RU,\N,imdbDisplay,\N,0
tt0000012,1,L'arrivée d'un train à La Ciotat,\N,\N,original,\N,1
tt0000012,10,A vonat érkezése,HU,\N,imdbDisplay,\N,0
tt0000012,11,Ankunft eines Zuges in La Ciotat,DE,\N,imdbDisplay,\N,0
tt0000012,12,Bir trenin La Ciotat garına varışı,TR,tr,imdbDisplay,\N,0
tt0000012,13,Juna saapuu asemalle,FI,\N,\N,informal title,0
tt0000012,14,L'arrivée d'un train en gare de La Ciotat,FR,\N,alternative,\N,0
tt0000012,15,L'arrivo di un treno alla stazione di La Ciotat,IT,\N,\N,\N,0
tt0000012,16,L'arrivo di un treno nella stazione di La Ciotat,IT,\N,\N,\N,0
tt0000012,17,La llegada de un tren a la estación de La Ciotat,ES,\N,imdbDisplay,\N,0
tt0000012,18,Príchod vlaku do stanice La Ciotat,SK,\N,imdbDisplay,\N,0
tt0000012,19,Przyjazd pociągu na stację,PL,\N,imdbDisplay,\N,0
tt0000012,2,The Arrival of a Train,GB,\N,imdbDisplay,\N,0
tt0000012,20,Tåget anländer till stationen,FI,sv,\N,informal title,0
tt0000012,21,The Arrival of a Train at La Ciotat,XWW,en,alternative,\N,0
tt0000012,22,The Arrival of the Mail Train,US,\N,alternative,\N,0
tt0000012,23,Toget kører ind på Le Ciotat,DK,\N,\N,\N,0
tt0000012,24,Train Pulling into a Station,GB,\N,alternative,\N,0
tt0000012,25,Долазак воза на станицу,RS,\N,imdbDisplay,\N,0
tt0000012,26,Прибуття потяга на вокзал Ла-Сьота,UA,\N,imdbDisplay,\N,0
tt0000012,27,Прибытие поезда на вокзал города Ла-Сьота,RU,\N,imdbDisplay,\N,0
tt0000012,28,Пристигането на влак на гара Сиота,BG,bg,imdbDisplay,\N,0
tt0000012,29,ラ・シオタ駅への列車の到着,JP,ja,imdbDisplay,\N,0
tt0000012,3,The Arrival of a Train,US,\N,imdbDisplay,\N,0
tt0000012,4,The Arrival of a Train,XEU,en,imdbDisplay,\N,0
tt0000012,5,The Arrival of a Train,XWW,\N,imdbDisplay,\N,0
tt0000012,6,The Arrival of a Train,XWW,en,imdbDisplay,\N,0
tt0000012,7,L'arrivée d'un train à La Ciotat,CA,en,imdbDisplay,\N,0
tt0000012,8,L'arrivée d'un train à La Ciotat,FR,\N,imdbDisplay,\N,0
tt0000012,9,A Chegada de um Trem à Estação,BR,\N,imdbDisplay,\N,0
tt0000013,1,Le débarquement du congrès de photographie à Lyon,\N,\N,original,\N,1
tt0000013,10,Le débarquement du congrès de photographie à Lyon,FR,\N,imdbDisplay,\N,0
tt0000013,11,Neuville-sur-Saône: Débarquement du congrès des photographes à Lyon,FR,\N,imdbDisplay,\N,0
tt0000013,12,Przybycie delegatów na kongres fotograficzny w Lyonie,PL,\N,imdbDisplay,\N,0
tt0000013,13,Прибуття делегатів на фотоконгрес у Ліоні,UA,\N,imdbDisplay,\N,0
tt0000013,14,Прибытие делегатов на фотоконгресс в Лионе,RU,\N,imdbDisplay,\N,0
tt0000013,15,Пристигане на участниците за конгреса на фотографите в Лион,BG,bg,imdbDisplay,\N,0
tt0000013,2,The Photographical Congress Arrives in Lyon,GB,\N,imdbDisplay,\N,0
tt0000013,3,The Photographical Congress Arrives in Lyon,US,\N,imdbDisplay,\N,0
tt0000013,4,The Photographical Congress Arrives in Lyon,XWW,en,imdbDisplay,\N,0
tt0000013,5,A kongresszus tagjainak partraszállása,HU,\N,imdbDisplay,\N,0
tt0000013,6,Arrivée des congressistes à Neuville-sur-Saône,FR,\N,alternative,\N,0
tt0000013,7,El desembarco del congreso de fotografía en Lyon,ES,\N,imdbDisplay,\N,0
tt0000013,8,Fotografi napuštaju palubu u Lionu,RS,\N,imdbDisplay,\N,0
tt0000013,9,Le débarquement des congressistes à Neuville,FR,\N,alternative,\N,0
tt0000014,1,L'arroseur arrosé,\N,\N,original,\N,1
tt0000014,10,Le Jardinier et le Petit Espiègle,FR,\N,alternative,\N,0
tt0000014,11,O Regador Regado,BR,\N,imdbDisplay,\N,0
tt0000014,12,Oblany ogrodnik,PL,\N,\N,\N,0
tt0000014,13,Pokropený kropic,CZ,\N,imdbDisplay,\N,0
tt0000014,14,Puutarhuri,FI,\N,\N,\N,0
tt0000014,15,Tables Turned on the Gardener,US,\N,alternative,\N,0
tt0000014,16,The Sprayer Sprayed,US,\N,alternative,\N,0
tt0000014,17,The Sprinkler Sprinkled,US,\N,imdbDisplay,\N,0
tt0000014,18,The Waterer Watered,US,\N,imdbDisplay,\N,0
tt0000014,19,Trädgårsmästarn,FI,sv,\N,\N,0
tt0000014,2,A megöntözött öntöző,HU,\N,imdbDisplay,\N,0
tt0000014,20,Vattnaren bevattnad,SE,\N,\N,\N,0
tt0000014,21,Заливена вода,RS,\N,imdbDisplay,\N,0
tt0000014,22,Полетият поливач,BG,bg,imdbDisplay,\N,0
tt0000014,23,Политий поливальник,UA,\N,imdbDisplay,\N,0
tt0000014,24,Политый поливальщик,RU,\N,imdbDisplay,\N,0
tt0000014,25,水をかけられた散水夫,JP,ja,imdbDisplay,\N,0
tt0000014,3,Arroseur et arrosé,FR,\N,alternative,\N,0
tt0000014,4,Der begossene Gärtner,DE,\N,imdbDisplay,\N,0
tt0000014,5,El regador regado,ES,\N,imdbDisplay,\N,0
tt0000014,6,Gartneren vandes,DK,\N,\N,\N,0
tt0000014,7,L'Arroseur arrosé,FR,\N,imdbDisplay,\N,0
tt0000014,8,L'innaffiatore annaffiato,IT,\N,\N,\N,0
tt0000014,9,Le jardinier,FR,\N,\N,première title,0
tt0000015,1,Autour d'une cabine,\N,\N,original,\N,1
tt0000015,2,Alrededor de una caseta de baño,ES,\N,imdbDisplay,\N,0
tt0000015,3,Around a Bathing Hut,US,\N,\N,literal English title,0
tt0000015,4,Around a Cabin,US,\N,imdbDisplay,\N,0
tt0000015,5,Autour d'une cabine,FR,\N,imdbDisplay,\N,0
tt0000015,6,Egy kabin körül,HU,\N,imdbDisplay,\N,0
tt0000015,7,Mésaventures d'un copurchic aux bains de mer,FR,\N,alternative,\N,0
tt0000015,8,Вoкруг кабинки,RU,\N,imdbDisplay,\N,0
tt0000015,9,Навколо кабінки,UA,\N,imdbDisplay,\N,0
tt0000016,1,Barque sortant du port,\N,\N,original,\N,1
tt0000016,10,Łódź wypływająca z portu,PL,\N,imdbDisplay,\N,0
tt0000016,11,Vene lähtee satamasta,FI,\N,\N,informal title,0
tt0000016,12,Лодка выходит из порта,RU,\N,imdbDisplay,\N,0
tt0000016,13,Човен виходить із порту,UA,\N,imdbDisplay,\N,0
tt0000016,2,Boat Leaving the Port,GB,\N,imdbDisplay,\N,0
tt0000016,3,Boat Leaving the Port,US,\N,imdbDisplay,\N,0
tt0000016,4,Boat Leaving the Port,XWW,en,imdbDisplay,\N,0
tt0000016,5,Barque sortant du port,FR,\N,imdbDisplay,\N,0
tt0000016,6,Båten lämnar hamnet,FI,sv,\N,informal title,0
tt0000016,7,Brod napušta luku,RS,\N,imdbDisplay,\N,0
tt0000016,8,Kikötőből távozó bárka,HU,\N,imdbDisplay,\N,0
tt0000016,9,La sortie du port,FR,\N,alternative,\N,0
tt0000017,1,Italienischer Bauerntanz,\N,\N,original,\N,1
tt0000017,2,Bauerntanz zweier Kinder,DE,\N,\N,bowdlerized title,0
tt0000017,3,Italienischer Bauerntanz,DE,\N,imdbDisplay,\N,0
tt0000017,4,Итальянский крестьянский танец,RU,\N,imdbDisplay,\N,0
tt0000017,5,Італійський селянський танець,UA,\N,imdbDisplay,\N,0
tt0000018,1,Das boxende Känguruh,\N,\N,original,\N,1
tt0000018,2,Cangurul boxer,RO,\N,imdbDisplay,\N,0
tt0000018,3,Das boxende Känguruh,DE,\N,imdbDisplay,\N,0
tt0000018,4,Mr. Delaware and the Boxing Kangaroo,GB,\N,\N,reissue title,0
tt0000018,5,Бокс с кенгуру,RU,\N,imdbDisplay,\N,0
tt0000019,1,The Clown Barber,\N,\N,original,\N,1
tt0000019,2,The Clown Barber,GB,\N,imdbDisplay,\N,0
tt0000020,1,The Derby 1895,\N,\N,original,\N,1
tt0000020,2,The Derby 1895,GB,\N,imdbDisplay,\N,0
tt0000020,3,Дерби 1895,RU,\N,imdbDisplay,\N,0
tt0000022,1,Les forgerons,\N,\N,original,\N,1
tt0000022,10,Кузнецы,RU,\N,imdbDisplay,\N,0
tt0000022,2,Blacksmith Scene,US,\N,\N,\N,0
tt0000022,3,Blacksmiths at Work,GB,\N,\N,informal English title,0
tt0000022,4,Kowale,PL,\N,imdbDisplay,\N,0
tt0000022,5,Les forgerons,FR,\N,imdbDisplay,\N,0
tt0000022,6,Los herreros,ES,\N,imdbDisplay,\N,0
tt0000022,7,The Blacksmiths,US,\N,\N,literal English title,0
tt0000022,8,Ковалі,UA,\N,imdbDisplay,\N,0
tt0000022,9,Ковачите,BG,bg,imdbDisplay,\N,0
tt0000023,1,Baignade en mer,\N,\N,original,\N,1
tt0000023,10,La Mer,FR,\N,alternative,\N,0
tt0000023,11,Meri,FI,\N,\N,informal title,0
tt0000023,12,Meri ihmeellisine kylpykuvauksineen,FI,\N,\N,\N,0
tt0000023,13,Plivanje u moru,RS,\N,imdbDisplay,\N,0
tt0000023,14,Sea Bathing,GB,\N,\N,informal title,0
tt0000023,15,Море,RU,\N,imdbDisplay,\N,0
tt0000023,16,Морето,BG,bg,imdbDisplay,\N,0
tt0000023,17,Морське купання,UA,\N,imdbDisplay,\N,0
tt0000023,2,The Sea,GB,\N,imdbDisplay,\N,0
tt0000023,3,The Sea,US,\N,imdbDisplay,\N,0
tt0000023,4,The Sea,XWW,en,imdbDisplay,\N,0
tt0000023,5,A Dip in the Sea,XWW,en,alternative,\N,0
tt0000023,6,Baignade en mer,FR,\N,imdbDisplay,\N,0
tt0000023,7,Baño en el mar,ES,\N,imdbDisplay,\N,0
tt0000023,8,Hafvet,FI,sv,\N,\N,0
tt0000023,9,Kapiel w morzu,PL,\N,imdbDisplay,\N,0
tt0000024,1,Opening of the Kiel Canal,\N,\N,original,\N,1
tt0000024,2,A Kieli-csatorna megnyitása,HU,\N,imdbDisplay,\N,0
tt0000024,3,Eroffnung des Nordostsee Kanals,DE,\N,imdbDisplay,\N,0
tt0000024,4,Inauguration of the Kiel Canal by Kaiser Wilhelm II,GB,\N,alternative,\N,0
tt0000024,5,Opening of the Kiel Canal,GB,\N,imdbDisplay,\N,0
tt0000025,1,The Oxford and Cambridge University Boat Race,\N,\N,original,\N,1
tt0000025,2,The Oxford and Cambridge University Boat Race,GB,\N,imdbDisplay,\N,0
tt0000026,1,Partie d'écarté,\N,\N,original,\N,1
tt0000026,10,Korttipeli,FI,\N,\N,informal title,0
tt0000026,11,Partia kart,PL,\N,imdbDisplay,\N,0
tt0000026,12,The Messers. Lumière at Cards,US,\N,\N,\N,0
tt0000026,13,Партия в карты,RU,\N,imdbDisplay,\N,0
tt0000026,14,Партія в карти,UA,\N,imdbDisplay,\N,0
tt0000026,2,Partie d'écarté,FR,\N,\N,alternative spelling,0
tt0000026,3,Card Game,\N,\N,\N,\N,0
tt0000026,4,Ecarté peliä,FI,\N,\N,\N,0
tt0000026,5,Et spil kort,DK,\N,\N,\N,0
tt0000026,6,Ett parti ecarté,FI,sv,\N,\N,0
tt0000026,7,Game of Cards,GB,\N,\N,informal English title,0
tt0000026,8,Kártyaparti,HU,\N,imdbDisplay,\N,0
tt0000026,9,Kortspelet,FI,sv,\N,informal title,0
tt0000027,1,Place des Cordeliers à Lyon,\N,\N,original,\N,1
tt0000027,2,Cordeliers' Square in Lyon,GB,\N,imdbDisplay,\N,0
tt0000027,3,Cordeliers' Square in Lyon,US,\N,imdbDisplay,\N,0
tt0000027,4,Cordeliers' Square in Lyon,XWW,en,imdbDisplay,\N,0
tt0000027,5,"Cordeliers Square, Lyons, France",GB,\N,\N,informal English title,0
tt0000027,6,Place des Cordeliers à Lyon,FR,\N,imdbDisplay,\N,0
tt0000027,7,Plaza de los Cordeliers en Lyon,ES,\N,imdbDisplay,\N,0
tt0000027,8,Площа Кордельє в Ліоні,UA,\N,imdbDisplay,\N,0
tt0000027,9,Площадь Корделье в Лионе,RU,\N,imdbDisplay,\N,0
tt0000028,1,La pêche aux poissons rouges,\N,\N,original,\N,1
tt0000028,2,Fishing for Goldfish,GB,\N,imdbDisplay,\N,0
tt0000028,3,Fishing for Goldfish,US,\N,imdbDisplay,\N,0
tt0000028,4,Fishing for Goldfish,XWW,en,imdbDisplay,\N,0
tt0000028,5,A Pesca do Peixe Dourado,BR,\N,imdbDisplay,\N,0
tt0000028,6,La pêche aux poissons rouges,FR,\N,imdbDisplay,\N,0
tt0000028,7,Zabawa z rybka,PL,\N,imdbDisplay,\N,0
tt0000028,8,Виловлювання червоних рибок,UA,\N,imdbDisplay,\N,0
tt0000028,9,Вылaвливание красных рыбок,RU,\N,imdbDisplay,\N,0
tt0000029,1,Repas de bébé,\N,\N,original,\N,1
tt0000029,10,Baby mades,DK,\N,\N,\N,0
tt0000029,11,Baby's Dinner,US,\N,\N,\N,0
tt0000029,12,Baby's Lunch,US,\N,\N,original script title,0
tt0000029,13,Barnets måltid,FI,sv,\N,informal title,0
tt0000029,14,Feeding the Baby,US,\N,\N,\N,0
tt0000029,15,Karmienie dziecka,PL,\N,imdbDisplay,\N,0
tt0000029,16,La colazione del bimbo,IT,\N,imdbDisplay,\N,0
tt0000029,17,Lapsen ateria,FI,\N,\N,informal title,0
tt0000029,18,Le déjeuner de bébé,FR,\N,alternative,\N,0
tt0000029,19,Le goûter de bébé,FR,\N,alternative,\N,0
tt0000029,2,Baby's Meal,GB,\N,imdbDisplay,\N,0
tt0000029,20,Le repas de bébé,NZ,en,festival,\N,0
tt0000029,21,O Almoço do Bebê,BR,\N,imdbDisplay,\N,0
tt0000029,22,Вечера за бебу,RS,\N,imdbDisplay,\N,0
tt0000029,23,Завтрак младенца,RU,\N,imdbDisplay,\N,0
tt0000029,24,Закуската на бебето,BG,bg,imdbDisplay,\N,0
tt0000029,25,Сніданок немовляти,UA,\N,imdbDisplay,\N,0
tt0000029,3,Baby's Meal,US,\N,imdbDisplay,\N,0
tt0000029,4,Baby's Meal,XWW,en,imdbDisplay,\N,0
tt0000029,5,La comida del bebé,ES,\N,imdbDisplay,\N,0
tt0000029,6,La comida del bebé,UY,\N,\N,premiere title,0
tt0000029,7,Repas de bébé,DE,\N,imdbDisplay,\N,0
tt0000029,8,Repas de bébé,FR,\N,imdbDisplay,\N,0
tt0000029,9,A kisbaba reggelije,HU,\N,imdbDisplay,\N,0
tt0000030,1,Rough Sea at Dover,\N,\N,original,\N,1
tt0000030,2,A hullámzó tenger Dovernél,HU,\N,imdbDisplay,\N,0
tt0000030,3,A South-West Storm in Dover,GB,\N,alternative,\N,0
tt0000030,4,A South-Wester,GB,\N,alternative,\N,0
tt0000030,5,Rough Sea at Dover,GB,\N,imdbDisplay,\N,0
tt0000030,6,Sea Waves at Dover,GB,\N,alternative,\N,0
tt0000030,7,"Бурхливе море, що викликало повінь у Дуврі",UA,\N,imdbDisplay,\N,0
tt0000030,8,"Бушующее море, вызвавшее наводнение в Дувре",RU,\N,imdbDisplay,\N,0
tt0000031,1,Le saut à la couverture,\N,\N,original,\N,1
tt0000031,10,Прескачане на одеало,BG,bg,imdbDisplay,\N,0
tt0000031,11,Прыжок на брезент,RU,\N,imdbDisplay,\N,0
tt0000031,12,Стрибок через брезент,UA,\N,imdbDisplay,\N,0
tt0000031,2,Jumping the Blanket,GB,\N,imdbDisplay,\N,0
tt0000031,3,Jumping the Blanket,US,\N,imdbDisplay,\N,0
tt0000031,4,Jumping the Blanket,XWW,en,imdbDisplay,\N,0
tt0000031,5,Brimade dans une caserne,FR,\N,alternative,\N,0
tt0000031,6,En soldatscen,FI,sv,\N,\N,0
tt0000031,7,Le saut à la couverture,FR,\N,imdbDisplay,\N,0
tt0000031,8,Saut à la couverture,FR,\N,\N,reissue title,0
tt0000031,9,Sotilaskuva,FI,\N,\N,\N,0
tt0000032,1,Die Serpentintänzerin,\N,\N,original,\N,1
tt0000032,2,Серпантин,RU,\N,imdbDisplay,\N,0
tt0000032,3,Серпантин,UA,\N,imdbDisplay,\N,0
tt0000032,4,Dans serpentin,RO,\N,imdbDisplay,\N,0
tt0000032,5,Serpentinen Tanz,DE,\N,alternative,\N,0
tt0000032,6,Serpentintanz Mlle. Ancion,DE,\N,\N,\N,0
tt0000033,1,La voltige,\N,\N,original,\N,1
tt0000033,10,Вoльтижировка,RU,\N,imdbDisplay,\N,0
tt0000033,11,Вольтижування,UA,\N,imdbDisplay,\N,0
tt0000033,2,Horse Trick Riders,GB,\N,imdbDisplay,\N,0
tt0000033,3,Horse Trick Riders,US,\N,imdbDisplay,\N,0
tt0000033,4,Horse Trick Riders,XWW,en,imdbDisplay,\N,0
tt0000033,5,A Acrobacia,BR,\N,imdbDisplay,\N,0
tt0000033,6,Horse Riders,XWW,en,alternative,\N,0
tt0000033,7,Hyppyjä,FI,\N,\N,\N,0
tt0000033,8,La voltige,FR,\N,imdbDisplay,\N,0
tt0000033,9,Trick Riding,US,\N,\N,\N,0
tt0000034,1,Arrivée d'un train gare de Vincennes,\N,\N,original,\N,1
tt0000034,2,Arrival of a Train at Vincennes Station,XWW,en,alternative,\N,0
tt0000034,3,Arrivée d'un train gare de Vincennes,FR,\N,imdbDisplay,\N,0
tt0000034,4,Прибуття поїзда на станцію в Венсені,UA,\N,imdbDisplay,\N,0
tt0000034,5,Прибытие поезда на станцию в Венсене,RU,\N,imdbDisplay,\N,0
tt0000035,1,L'arroseur,\N,\N,original,\N,1
tt0000035,2,L'arroseur,FR,\N,imdbDisplay,\N,0
tt0000035,3,The Sprinkler Sprinkled,XWW,en,alternative,\N,0
tt0000035,4,Watering the Flowers,US,\N,\N,\N,0
tt0000035,5,Поливальщик,RU,\N,imdbDisplay,\N,0
tt0000036,1,Awakening of Rip,\N,\N,original,\N,1
tt0000036,2,Awakening of Rip,US,\N,imdbDisplay,\N,0
tt0000036,3,Пробуждение Рипа,RU,\N,imdbDisplay,\N,0
tt0000037,1,Baignade en mer,\N,\N,original,\N,1
tt0000037,2,Baignade en mer,FR,\N,imdbDisplay,\N,0
tt0000037,3,Sea Bathing,US,\N,imdbDisplay,\N,0
tt0000037,4,Морское купание,RU,\N,imdbDisplay,\N,0
tt0000038,1,The Ball Game,\N,\N,original,\N,1
tt0000038,2,The Ball Game,US,\N,imdbDisplay,\N,0
tt0000039,1,Barnet Horse Fair,\N,\N,original,\N,1
tt0000039,2,Barnet Horse Fair,GB,\N,imdbDisplay,\N,0
tt0000040,1,Barque sortant du port de Trouville,\N,\N,original,\N,1
tt0000040,2,Barque sortant du port de Trouville,FR,\N,imdbDisplay,\N,0
tt0000040,3,Boat Leaving the Harbor at Trouville,US,\N,\N,literal English title,0
tt0000041,1,Bataille de neige,\N,\N,original,\N,1
tt0000041,10,Гра в сніжки,UA,\N,imdbDisplay,\N,0
tt0000041,11,Игра в снежки,RU,\N,imdbDisplay,\N,0
tt0000041,2,Snowball Fight,GB,\N,imdbDisplay,\N,0
tt0000041,3,Snowball Fight,US,\N,\N,informal English title,0
tt0000041,4,A Batalha de Neve,BR,\N,imdbDisplay,\N,0
tt0000041,5,Bataille de boules de neige,FR,\N,imdbDisplay,\N,0
tt0000041,6,Bitwa na sniezki,PL,\N,imdbDisplay,\N,0
tt0000041,7,Die Schneeballschlacht,DE,\N,imdbDisplay,\N,0
tt0000041,8,Hógolyócsata,HU,\N,imdbDisplay,\N,0
tt0000041,9,Битва снежками,KZ,ru,imdbDisplay,\N,0
